image,seed_type,soil_moisture,temperature,humidity,rainfall,soil_ph,viability_latent,germination_probability,germinated
seed_01497.png,Barnyard Millet,53.21,21.4,45.74,17.11,6.296,0.574,0.4708,0
seed_01498.png,Proso Millet,58.78,27.42,64.87,25.51,7.966,0.702,0.5233,0
seed_01499.png,Foxtail Millet,54.6,18.83,46.11,8.26,7.593,0.516,0.2229,0
seed_01500.png,Finger Millet,51.41,29.25,62.39,111.56,5.903,0.476,0.6293,1
seed_01501.png,Barnyard Millet,68.71,16.25,71.92,89.93,5.485,0.465,0.194,0
seed_01502.png,Kodo Millet,71.4,8.84,81.19,40.68,4.512,0.846,0.01,0
seed_01503.png,Pearl Millet,61.74,31.42,51.43,12.28,4.874,0.38,0.2395,0
seed_01504.png,Pearl Millet,74.26,30.16,79.97,25.97,7.142,0.426,0.5892,1
seed_01505.png,Foxtail Millet,24.79,39.76,68.06,46.39,7.365,0.676,0.0131,0
seed_01506.png,Foxtail Millet,67.1,23.73,79.95,81.98,6.925,0.826,0.8848,0
seed_01507.png,Foxtail Millet,71.42,34.89,43.85,39.43,5.378,0.925,0.7022,1
seed_01508.png,Little Millet,46.57,33.08,76.11,25.1,6.882,0.617,0.3456,0
seed_01509.png,Proso Millet,49.37,21.27,58.51,27.4,6.088,0.475,0.5309,1
seed_01510.png,Finger Millet,58.3,11.82,74.27,82.13,4.928,0.42,0.0487,0
seed_01511.png,Kodo Millet,69.09,12.31,56.42,89.91,5.152,0.898,0.1552,0
seed_01512.png,Little Millet,69.29,26.0,62.45,73.67,6.776,0.95,0.8404,1
seed_01513.png,Little Millet,37.19,23.5,63.62,32.01,7.007,0.517,0.2078,0
seed_01514.png,Kodo Millet,66.97,28.99,69.44,67.0,5.33,0.627,0.5895,0
seed_01515.png,Finger Millet,46.77,31.75,72.28,3.05,6.709,0.645,0.4232,0
seed_01516.png,Finger Millet,38.28,36.22,34.55,92.82,6.063,0.49,0.1574,0
seed_01517.png,Barnyard Millet,54.62,31.81,98.0,61.1,7.283,0.38,0.1733,0
seed_01518.png,Kodo Millet,49.82,29.57,98.0,92.21,5.484,0.514,0.2466,0
seed_01519.png,Barnyard Millet,55.06,20.93,40.74,17.68,7.481,0.911,0.6915,1
seed_01520.png,Pearl Millet,62.96,28.82,61.14,27.32,4.617,0.651,0.3864,1
seed_01521.png,Kodo Millet,63.68,26.42,81.64,97.88,4.702,0.832,0.4029,0
seed_01522.png,Barnyard Millet,57.37,37.3,98.0,18.13,6.526,0.681,0.3173,0
seed_01523.png,Finger Millet,48.86,27.87,83.64,88.78,6.597,0.744,0.7799,1
seed_01524.png,Kodo Millet,65.12,33.24,49.82,3.28,6.908,0.864,0.7709,1
seed_01525.png,Foxtail Millet,57.95,26.58,70.5,32.94,6.092,0.664,0.7738,1
seed_01526.png,Kodo Millet,74.74,26.86,71.44,67.8,5.987,0.652,0.7139,1
seed_01527.png,Kodo Millet,50.29,32.47,71.0,11.9,6.848,0.81,0.6139,1
seed_01528.png,Finger Millet,93.62,23.62,62.32,9.29,5.237,0.803,0.3273,1
seed_01529.png,Pearl Millet,57.03,27.59,71.28,58.68,6.499,0.538,0.6287,0
seed_01530.png,Little Millet,47.6,20.11,59.76,63.58,6.219,0.631,0.4777,1
seed_01531.png,Kodo Millet,46.37,16.69,56.73,11.36,4.702,0.34,0.0226,0
seed_01532.png,Finger Millet,44.24,24.31,98.0,4.93,5.292,0.84,0.3903,0
seed_01533.png,Little Millet,63.13,31.4,45.24,84.43,7.441,0.458,0.5049,1
seed_01534.png,Little Millet,56.27,26.14,71.68,111.15,5.661,0.553,0.5821,0
seed_01535.png,Foxtail Millet,72.59,23.87,76.18,52.53,6.374,0.231,0.3892,1
seed_01536.png,Foxtail Millet,93.73,24.16,69.38,41.84,8.36,0.899,0.1841,0
seed_01537.png,Kodo Millet,37.44,15.63,63.3,88.33,5.684,0.763,0.175,0
seed_01538.png,Little Millet,83.24,33.52,50.68,74.39,7.076,0.777,0.5616,1
seed_01539.png,Proso Millet,63.22,16.25,72.57,53.54,7.233,0.844,0.624,1
seed_01540.png,Little Millet,55.0,16.82,84.18,74.25,7.245,0.488,0.204,0
seed_01541.png,Finger Millet,70.68,22.92,71.48,124.78,6.488,0.613,0.7292,1
seed_01542.png,Little Millet,48.81,25.01,81.12,178.6,6.284,0.957,0.71,1
seed_01543.png,Pearl Millet,49.9,30.02,47.16,44.13,6.41,0.613,0.7931,1
seed_01544.png,Finger Millet,52.14,22.63,34.01,27.33,5.074,0.518,0.2461,0
seed_01545.png,Barnyard Millet,61.5,31.77,57.76,81.07,7.53,0.542,0.5994,1
seed_01546.png,Pearl Millet,53.11,35.55,92.29,126.26,7.039,0.658,0.3974,0
seed_01547.png,Barnyard Millet,60.95,37.48,91.04,80.23,5.207,0.262,0.0642,1
seed_01548.png,Proso Millet,63.82,25.85,56.0,35.35,4.953,0.429,0.2871,0
seed_01549.png,Kodo Millet,49.52,29.14,78.37,121.37,7.263,0.669,0.622,1
seed_01550.png,Proso Millet,46.41,21.74,59.72,320.0,5.072,0.676,0.0705,0
seed_01551.png,Foxtail Millet,56.64,32.67,72.27,31.35,6.75,0.505,0.6443,1
seed_01552.png,Foxtail Millet,77.3,22.45,51.49,4.65,5.551,0.464,0.3149,1
seed_01553.png,Finger Millet,69.92,20.22,53.21,64.39,6.954,0.716,0.6256,0
seed_01554.png,Pearl Millet,83.77,22.01,72.52,163.87,7.448,0.494,0.3977,0
seed_01555.png,Finger Millet,44.26,11.15,70.93,10.91,7.007,0.419,0.0404,0
seed_01556.png,Proso Millet,66.5,33.89,73.91,62.96,6.194,0.146,0.3447,0
seed_01557.png,Little Millet,65.39,33.32,83.34,18.22,7.82,0.791,0.3712,1
seed_01558.png,Finger Millet,40.37,28.43,62.91,9.98,6.111,0.333,0.2412,0
seed_01559.png,Barnyard Millet,65.18,32.97,38.15,38.32,6.775,0.664,0.6235,0
seed_01560.png,Finger Millet,68.25,28.56,55.59,13.62,6.429,0.842,0.8833,1
seed_01561.png,Foxtail Millet,57.82,14.66,93.24,26.0,6.768,0.75,0.1744,0
seed_01562.png,Proso Millet,73.85,27.92,60.4,109.43,6.536,0.761,0.8675,0
seed_01563.png,Foxtail Millet,26.66,28.92,52.98,9.06,5.86,0.882,0.2577,1
seed_01564.png,Barnyard Millet,53.47,33.45,66.25,63.92,6.599,0.675,0.7004,1
seed_01565.png,Little Millet,42.89,30.97,55.97,38.01,7.442,0.39,0.298,0
seed_01566.png,Finger Millet,68.39,31.63,37.19,214.11,6.56,0.886,0.7248,0
seed_01567.png,Foxtail Millet,62.63,26.58,72.22,54.72,7.582,0.471,0.3776,0
seed_01568.png,Barnyard Millet,69.69,31.9,84.16,38.62,6.637,0.727,0.364,0
seed_01569.png,Proso Millet,60.57,23.79,65.37,26.26,6.989,0.749,0.8265,1
seed_01570.png,Pearl Millet,73.31,17.1,55.44,69.04,5.272,0.642,0.486,1
seed_01571.png,Barnyard Millet,65.64,31.87,77.96,33.51,6.72,0.681,0.5967,0
seed_01572.png,Pearl Millet,76.67,31.78,48.61,36.47,5.227,0.676,0.635,1
seed_01573.png,Finger Millet,53.24,14.84,54.87,320.0,6.278,0.403,0.0314,0
seed_01574.png,Proso Millet,56.3,32.67,69.73,132.77,6.234,0.575,0.7616,0
seed_01575.png,Pearl Millet,78.06,29.29,76.88,20.97,5.914,0.809,0.8508,0
seed_01576.png,Pearl Millet,59.12,23.56,42.86,147.46,5.365,0.736,0.8204,1
seed_01577.png,Little Millet,43.55,30.27,29.64,32.11,7.309,0.627,0.3248,1
seed_01578.png,Foxtail Millet,56.2,32.33,78.44,130.16,5.62,0.639,0.6232,0
seed_01579.png,Proso Millet,46.36,46.0,76.58,131.9,8.005,0.617,0.01,0
seed_01580.png,Little Millet,61.05,19.41,25.82,69.13,7.498,0.694,0.4301,0
seed_01581.png,Pearl Millet,55.02,37.89,53.08,5.71,5.849,0.305,0.2648,0
seed_01582.png,Proso Millet,70.21,30.19,70.39,24.87,7.384,0.73,0.7086,1
seed_01583.png,Pearl Millet,65.54,29.43,71.19,75.58,7.412,0.477,0.5264,0
seed_01584.png,Proso Millet,30.33,16.94,77.79,3.5,4.413,0.812,0.0184,1
seed_01585.png,Barnyard Millet,66.26,21.5,57.69,8.34,7.158,0.961,0.8296,1
seed_01586.png,Little Millet,74.48,22.44,68.04,53.44,6.856,0.505,0.4557,0
seed_01587.png,Pearl Millet,61.33,19.5,84.53,49.51,5.185,0.781,0.4776,1
seed_01588.png,Pearl Millet,66.81,21.2,73.26,6.03,6.601,0.367,0.4474,0
seed_01589.png,Proso Millet,61.53,15.65,61.94,169.51,6.22,0.73,0.4308,0
seed_01590.png,Proso Millet,47.31,19.19,68.91,144.02,5.823,0.918,0.5981,0
seed_01591.png,Foxtail Millet,64.19,20.22,81.37,55.39,6.187,0.806,0.8131,1
seed_01592.png,Little Millet,40.43,28.32,93.49,71.06,6.893,0.609,0.3707,0
seed_01593.png,Foxtail Millet,66.61,34.9,82.43,173.07,7.303,0.538,0.3456,0
seed_01594.png,Kodo Millet,47.56,29.16,42.12,23.13,6.715,0.3,0.3761,1
seed_01595.png,Little Millet,40.78,17.79,18.99,83.32,6.463,0.416,0.0614,0
seed_01596.png,Little Millet,55.67,21.03,76.36,320.0,6.074,0.766,0.2824,0
seed_01597.png,Barnyard Millet,69.08,29.76,49.25,0.96,6.416,0.566,0.6166,1
seed_01598.png,Little Millet,62.29,29.33,88.76,52.49,6.065,0.664,0.5943,1
seed_01599.png,Finger Millet,33.17,30.97,65.73,124.79,6.648,0.253,0.1477,0
seed_01600.png,Finger Millet,59.16,23.94,55.63,38.48,6.984,0.868,0.8753,0
seed_01601.png,Kodo Millet,48.15,26.88,56.26,11.84,7.254,0.617,0.3508,1
seed_01602.png,Pearl Millet,45.71,30.92,63.85,40.24,7.028,0.901,0.8547,1
seed_01603.png,Little Millet,63.18,26.65,83.92,12.94,7.125,0.631,0.6728,1
seed_01604.png,Foxtail Millet,40.4,34.31,74.63,103.16,6.329,0.804,0.349,0
seed_01605.png,Finger Millet,67.62,30.17,47.52,8.89,6.005,0.652,0.785,1
seed_01606.png,Pearl Millet,88.25,40.34,69.17,31.72,6.883,0.617,0.2522,1
seed_01607.png,Pearl Millet,30.48,27.58,82.07,3.77,6.412,0.521,0.2269,0
seed_01608.png,Proso Millet,61.92,9.42,60.66,35.24,6.839,0.503,0.0444,0
seed_01609.png,Kodo Millet,62.47,41.27,74.8,94.83,5.187,0.742,0.1268,0
seed_01610.png,Little Millet,57.49,18.78,49.39,162.93,5.849,0.748,0.491,1
seed_01611.png,Pearl Millet,98.0,22.35,88.39,15.57,5.934,0.824,0.4666,0
seed_01612.png,Little Millet,28.83,22.61,29.8,60.49,5.864,0.697,0.2024,1
seed_01613.png,Proso Millet,67.27,21.3,70.52,19.71,6.11,0.503,0.6729,1
seed_01614.png,Pearl Millet,55.02,34.95,66.86,173.45,5.84,0.796,0.6473,1
seed_01615.png,Finger Millet,78.77,31.05,76.05,91.67,6.757,0.966,0.7869,1
seed_01616.png,Finger Millet,35.75,33.98,61.12,0.4,8.613,0.449,0.0243,0
seed_01617.png,Finger Millet,85.79,27.06,80.66,8.77,6.407,0.402,0.2904,1
seed_01618.png,Finger Millet,86.39,36.42,54.33,2.8,5.278,0.677,0.1914,0
seed_01619.png,Barnyard Millet,45.19,23.35,80.76,57.54,6.634,0.714,0.5388,0
seed_01620.png,Finger Millet,65.12,17.87,78.28,68.93,6.028,0.702,0.6831,1
seed_01621.png,Finger Millet,86.28,21.4,54.31,9.71,4.81,0.572,0.2377,0
seed_01622.png,Proso Millet,81.87,17.19,84.12,79.5,6.397,0.732,0.281,1
seed_01623.png,Finger Millet,88.05,30.38,80.7,86.03,6.892,0.768,0.5742,1
seed_01624.png,Barnyard Millet,81.3,31.77,64.29,6.96,6.529,0.712,0.5084,0
seed_01625.png,Little Millet,40.84,23.46,47.16,10.07,6.124,0.972,0.601,1
seed_01626.png,Pearl Millet,75.61,28.26,83.31,37.8,5.505,0.828,0.8306,1
seed_01627.png,Foxtail Millet,45.68,29.35,51.12,56.2,8.07,0.793,0.2012,0
seed_01628.png,Pearl Millet,44.5,27.93,74.49,266.86,5.876,0.893,0.6222,1
seed_01629.png,Pearl Millet,90.8,31.68,59.9,27.05,6.447,0.934,0.7351,1
seed_01630.png,Kodo Millet,62.77,33.74,85.33,199.47,7.471,0.758,0.3205,1
seed_01631.png,Proso Millet,79.59,11.8,60.04,124.68,5.977,0.768,0.0867,0
seed_01632.png,Barnyard Millet,48.61,25.76,78.89,0.82,6.701,0.377,0.3413,0
seed_01633.png,Little Millet,98.0,24.81,70.65,138.84,5.499,0.325,0.0542,0
seed_01634.png,Proso Millet,89.45,16.23,57.56,31.34,6.679,0.247,0.0272,0
seed_01635.png,Foxtail Millet,70.01,23.4,55.43,89.38,6.701,0.827,0.9182,1
seed_01636.png,Pearl Millet,75.82,32.11,40.09,17.51,7.542,0.562,0.2423,1
seed_01637.png,Barnyard Millet,36.69,15.25,59.47,14.23,4.908,0.695,0.0501,0
seed_01638.png,Barnyard Millet,84.13,27.87,49.03,27.92,7.731,0.736,0.3,1
seed_01639.png,Finger Millet,73.31,29.4,68.84,65.66,4.769,0.277,0.2206,0
seed_01640.png,Kodo Millet,58.59,27.65,64.86,43.09,6.636,0.554,0.7966,0
seed_01641.png,Kodo Millet,42.35,21.27,80.23,74.07,6.968,0.523,0.3608,1
seed_01642.png,Pearl Millet,60.08,27.85,98.0,48.67,6.339,0.596,0.7386,1
seed_01643.png,Barnyard Millet,51.77,25.48,66.79,71.68,6.251,0.583,0.7344,1
seed_01644.png,Finger Millet,89.53,28.07,51.06,20.34,5.594,0.781,0.5595,1
seed_01645.png,Kodo Millet,51.68,27.78,35.38,1.06,5.939,0.68,0.6401,1
seed_01646.png,Proso Millet,64.28,23.88,48.22,130.76,5.455,0.904,0.8287,1
seed_01647.png,Kodo Millet,68.12,24.68,70.43,107.26,5.545,0.395,0.4024,1
seed_01648.png,Barnyard Millet,43.25,18.15,53.43,182.37,7.169,0.841,0.3323,0
seed_01649.png,Barnyard Millet,64.81,34.29,80.1,28.81,6.466,0.819,0.6141,0
seed_01650.png,Proso Millet,57.07,30.61,81.72,69.01,5.644,0.559,0.6393,1
seed_01651.png,Proso Millet,66.99,39.35,66.18,4.87,5.486,0.825,0.5689,0
seed_01652.png,Kodo Millet,68.5,34.25,50.85,62.46,5.521,0.668,0.5377,0
seed_01653.png,Foxtail Millet,58.83,24.98,98.0,70.62,6.722,0.917,0.7858,1
seed_01654.png,Pearl Millet,59.32,27.75,73.12,25.9,7.159,0.7,0.7954,1
seed_01655.png,Kodo Millet,64.84,36.6,59.01,6.39,5.223,0.673,0.2807,0
seed_01656.png,Barnyard Millet,74.29,19.62,85.39,14.62,5.726,0.546,0.3317,0
seed_01657.png,Kodo Millet,53.48,33.45,86.06,8.16,4.908,0.865,0.3269,1
seed_01658.png,Proso Millet,74.52,27.22,62.42,95.31,5.911,0.702,0.726,0
seed_01659.png,Foxtail Millet,82.77,35.23,43.44,26.55,4.804,0.481,0.0509,0
seed_01660.png,Kodo Millet,78.36,23.13,27.09,70.89,5.474,0.687,0.3883,0
seed_01661.png,Finger Millet,66.71,17.23,52.31,5.51,6.673,0.479,0.4174,0
seed_01662.png,Pearl Millet,56.06,30.19,77.69,85.67,4.521,0.623,0.399,0
seed_01663.png,Little Millet,73.48,22.63,56.48,4.63,7.93,0.616,0.3711,0
seed_01664.png,Finger Millet,42.1,31.45,78.95,2.31,4.988,0.705,0.1573,0
seed_01665.png,Little Millet,60.73,30.53,75.28,133.13,4.953,0.696,0.5267,0
seed_01666.png,Finger Millet,46.13,22.08,89.0,181.96,6.045,0.266,0.1357,0
seed_01667.png,Little Millet,42.11,21.43,50.57,211.02,5.861,0.605,0.2244,0
seed_01668.png,Proso Millet,48.9,19.11,78.18,169.68,5.124,0.459,0.1771,0
seed_01669.png,Proso Millet,75.16,29.82,52.85,11.02,7.321,0.38,0.4151,0
seed_01670.png,Finger Millet,87.65,39.07,50.39,96.4,5.903,0.635,0.2978,0
seed_01671.png,Pearl Millet,38.19,21.86,57.14,5.67,8.369,0.593,0.1339,0
seed_01672.png,Pearl Millet,79.1,32.2,49.36,78.15,5.236,0.629,0.5671,0
seed_01673.png,Foxtail Millet,51.91,36.58,71.47,107.05,6.843,0.815,0.5128,0
seed_01674.png,Pearl Millet,53.52,34.87,65.83,21.23,6.45,0.813,0.7035,0
seed_01675.png,Little Millet,48.63,21.0,92.1,150.35,6.929,0.324,0.1347,0
seed_01676.png,Barnyard Millet,65.05,31.74,18.88,67.57,5.665,0.828,0.4431,1
seed_01677.png,Pearl Millet,55.73,26.28,98.0,25.95,6.626,0.45,0.5695,0
seed_01678.png,Finger Millet,72.79,11.21,62.62,80.31,6.297,0.451,0.0566,0
seed_01679.png,Kodo Millet,90.18,30.05,81.34,134.08,5.975,0.536,0.3055,0
seed_01680.png,Barnyard Millet,76.07,29.71,53.75,104.85,7.04,0.798,0.7953,1
seed_01681.png,Foxtail Millet,55.7,34.18,93.24,116.03,6.175,0.834,0.5035,1
seed_01682.png,Finger Millet,55.97,21.6,59.78,6.37,7.699,0.826,0.6564,0
seed_01683.png,Little Millet,56.28,29.09,64.37,1.13,7.24,0.599,0.5884,1
seed_01684.png,Proso Millet,46.63,26.9,51.98,39.86,6.074,0.87,0.7072,0
seed_01685.png,Pearl Millet,76.97,20.55,72.26,4.42,5.642,0.685,0.5824,0
seed_01686.png,Proso Millet,58.43,26.49,41.95,91.65,6.05,0.435,0.7058,1
seed_01687.png,Pearl Millet,77.53,26.17,80.55,20.32,5.729,0.589,0.5521,1
seed_01688.png,Proso Millet,53.92,27.66,52.53,29.76,5.819,0.477,0.6953,1
seed_01689.png,Finger Millet,62.27,31.62,77.55,37.13,6.449,0.628,0.6229,1
seed_01690.png,Foxtail Millet,67.76,17.41,49.41,7.23,5.268,0.565,0.2537,0
seed_01691.png,Finger Millet,77.19,21.31,58.01,24.13,7.977,0.975,0.5568,0
seed_01692.png,Finger Millet,47.31,33.37,45.91,90.73,6.864,0.491,0.4924,0
seed_01693.png,Barnyard Millet,54.84,23.69,44.45,15.47,7.632,0.546,0.2281,0
seed_01694.png,Barnyard Millet,39.06,27.74,97.49,35.27,4.159,0.674,0.0229,0
seed_01695.png,Finger Millet,57.86,31.13,56.26,22.2,5.253,0.8,0.6357,1
seed_01696.png,Proso Millet,54.29,30.96,55.69,54.33,6.079,0.713,0.7166,1
seed_01697.png,Finger Millet,47.01,36.74,51.35,47.25,5.046,0.465,0.093,1
seed_01698.png,Finger Millet,49.14,20.64,56.72,2.38,7.706,0.905,0.5714,1
seed_01699.png,Proso Millet,63.07,24.18,53.16,58.41,6.685,0.409,0.5466,1
seed_01700.png,Barnyard Millet,42.82,30.76,76.11,11.68,7.278,0.681,0.4496,0
seed_01701.png,Little Millet,22.78,33.63,77.03,14.24,6.515,0.256,0.0477,0
seed_01702.png,Proso Millet,51.67,32.28,42.43,6.25,5.659,0.716,0.4131,1
seed_01703.png,Finger Millet,58.06,27.44,49.86,6.03,5.45,0.88,0.8485,1
seed_01704.png,Little Millet,98.0,40.07,53.26,4.85,6.138,0.502,0.0314,0
seed_01705.png,Proso Millet,93.77,18.01,98.0,20.5,6.59,0.595,0.0647,0
seed_01706.png,Little Millet,85.88,39.87,53.11,19.04,5.712,0.293,0.021,0
seed_01707.png,Little Millet,59.5,27.31,69.98,85.29,6.974,0.923,0.7643,0
seed_01708.png,Proso Millet,57.66,28.52,86.77,320.0,7.397,0.767,0.2024,1
seed_01709.png,Little Millet,67.8,27.6,61.14,73.24,5.791,0.691,0.8182,1
seed_01710.png,Kodo Millet,74.95,26.55,88.23,37.62,6.438,0.747,0.7959,1
seed_01711.png,Little Millet,38.27,27.64,52.02,22.94,5.642,0.88,0.6331,1
seed_01712.png,Little Millet,65.76,21.59,98.0,74.71,6.103,0.537,0.2628,1
seed_01713.png,Finger Millet,82.07,20.12,68.12,37.42,5.134,0.861,0.5291,0
seed_01714.png,Kodo Millet,54.09,19.2,81.45,75.13,6.657,0.26,0.2886,0
seed_01715.png,Pearl Millet,59.45,20.43,90.0,4.63,7.123,0.481,0.4476,1
seed_01716.png,Barnyard Millet,83.61,35.68,55.87,152.14,5.746,0.712,0.2177,1
seed_01717.png,Proso Millet,52.55,29.5,44.89,85.45,6.699,0.592,0.5929,1
seed_01718.png,Kodo Millet,45.1,32.04,97.36,74.21,5.717,0.51,0.2526,0
seed_01719.png,Barnyard Millet,71.16,31.07,72.06,12.97,5.268,0.575,0.4425,1
seed_01720.png,Foxtail Millet,34.46,23.84,69.2,100.35,5.638,0.444,0.1455,0
seed_01721.png,Foxtail Millet,48.22,38.94,73.11,2.41,5.563,0.597,0.098,0
seed_01722.png,Barnyard Millet,58.87,28.14,48.61,185.8,5.657,0.916,0.7665,1
seed_01723.png,Finger Millet,78.11,38.19,72.37,44.58,6.63,0.591,0.3837,1
seed_01724.png,Barnyard Millet,35.55,27.78,53.32,30.35,5.447,0.837,0.3491,0
seed_01725.png,Finger Millet,71.73,26.31,65.27,53.52,6.814,0.625,0.8474,1
seed_01726.png,Barnyard Millet,50.61,28.4,59.12,2.99,6.217,0.772,0.7035,1
seed_01727.png,Proso Millet,66.87,16.13,58.57,33.47,6.347,0.447,0.2117,0
seed_01728.png,Finger Millet,84.4,21.23,78.11,103.4,6.346,0.159,0.1668,0
seed_01729.png,Foxtail Millet,48.98,22.65,84.2,15.41,8.252,0.452,0.0627,0
seed_01730.png,Proso Millet,45.66,29.84,65.92,65.94,6.093,0.819,0.8211,0
seed_01731.png,Foxtail Millet,49.14,23.53,82.67,320.0,6.489,0.562,0.077,0
seed_01732.png,Foxtail Millet,76.42,27.62,85.06,126.01,7.122,0.962,0.8007,1
seed_01733.png,Pearl Millet,60.18,23.11,71.4,19.06,4.963,0.851,0.5941,1
seed_01734.png,Kodo Millet,49.72,17.65,51.56,118.98,5.509,0.788,0.4174,1
seed_01735.png,Finger Millet,28.13,19.21,35.51,12.78,5.857,0.865,0.1893,0
seed_01736.png,Foxtail Millet,44.64,31.22,36.48,95.39,5.737,0.64,0.373,0
seed_01737.png,Kodo Millet,66.85,36.44,44.2,0.27,7.664,0.794,0.3068,1
seed_01738.png,Little Millet,57.44,31.37,69.25,193.9,6.064,0.85,0.6871,1
seed_01739.png,Pearl Millet,68.55,28.83,72.41,71.31,6.479,0.806,0.9048,1
seed_01740.png,Little Millet,57.64,24.29,80.48,11.36,6.696,0.767,0.7654,0
seed_01741.png,Barnyard Millet,16.41,23.17,48.98,14.97,5.781,0.875,0.0522,0
seed_01742.png,Kodo Millet,52.59,21.15,63.18,58.41,7.604,0.628,0.4673,0
seed_01743.png,Finger Millet,64.24,36.13,56.06,22.58,6.709,0.662,0.6007,1
seed_01744.png,Finger Millet,62.55,38.87,55.32,39.3,5.963,0.434,0.1773,0
seed_01745.png,Little Millet,55.44,30.49,98.0,11.98,5.711,0.863,0.6139,1
seed_01746.png,Little Millet,75.42,27.92,67.06,137.53,5.748,0.776,0.7384,0
seed_01747.png,Little Millet,49.09,26.74,59.77,24.5,7.357,0.485,0.3154,0
seed_01748.png,Barnyard Millet,63.88,24.68,42.19,166.75,7.318,0.85,0.5908,0
seed_01749.png,Finger Millet,63.88,26.6,75.03,77.22,5.359,0.44,0.5437,1
seed_01750.png,Foxtail Millet,35.89,22.58,64.48,10.49,6.346,0.542,0.4307,0
seed_01751.png,Pearl Millet,68.87,16.33,90.39,37.47,7.374,0.578,0.3062,0
seed_01752.png,Pearl Millet,80.59,15.89,80.58,43.93,5.637,0.665,0.1304,1
seed_01753.png,Barnyard Millet,50.55,28.93,76.13,50.66,6.479,0.696,0.6749,1
seed_01754.png,Proso Millet,69.87,34.0,71.18,23.53,6.022,0.671,0.6949,1
seed_01755.png,Proso Millet,66.69,37.15,77.9,55.19,6.028,0.85,0.6992,0
seed_01756.png,Finger Millet,63.73,26.11,51.67,115.16,7.971,0.89,0.59,1
seed_01757.png,Kodo Millet,49.41,10.62,61.67,16.88,5.626,0.214,0.0109,0
seed_01758.png,Finger Millet,8.0,31.06,62.9,68.38,7.226,0.542,0.01,0
seed_01759.png,Pearl Millet,50.81,36.99,60.72,8.01,6.851,0.688,0.507,0
seed_01760.png,Pearl Millet,48.56,32.11,41.86,2.49,6.459,0.67,0.5937,0
seed_01761.png,Little Millet,60.43,17.12,59.37,23.82,6.324,0.859,0.4543,0
seed_01762.png,Foxtail Millet,87.76,29.57,66.26,39.67,5.318,0.394,0.1676,0
seed_01763.png,Proso Millet,46.4,31.55,52.28,67.11,7.834,0.629,0.3909,0
seed_01764.png,Kodo Millet,79.05,27.99,70.0,101.56,4.674,0.38,0.0979,1
seed_01765.png,Foxtail Millet,60.87,19.71,78.69,14.88,5.955,0.724,0.5959,1
seed_01766.png,Proso Millet,58.25,24.8,66.56,98.59,6.533,0.98,0.9007,1
seed_01767.png,Proso Millet,40.14,16.6,27.5,62.44,5.587,0.736,0.1905,0
seed_01768.png,Barnyard Millet,57.99,25.31,62.9,7.48,6.54,0.687,0.8127,1
seed_01769.png,Pearl Millet,49.82,30.86,57.59,112.22,7.334,0.749,0.7132,0
seed_01770.png,Little Millet,41.88,21.65,95.75,70.4,7.831,0.072,0.0263,0
seed_01771.png,Foxtail Millet,82.36,27.16,68.41,74.49,5.274,0.281,0.3516,0
seed_01772.png,Finger Millet,61.15,27.51,79.03,90.37,6.25,0.197,0.352,0
seed_01773.png,Little Millet,51.69,28.55,50.34,30.1,5.89,0.442,0.4202,1
seed_01774.png,Barnyard Millet,61.64,25.31,56.03,18.61,7.373,0.565,0.5902,0
seed_01775.png,Pearl Millet,61.77,27.07,79.1,26.88,4.15,0.409,0.0912,0
seed_01776.png,Finger Millet,61.07,29.17,62.93,8.37,7.145,0.416,0.6303,0
seed_01777.png,Pearl Millet,62.41,27.08,77.8,5.43,5.171,0.693,0.6502,1
seed_01778.png,Barnyard Millet,82.18,40.83,45.76,194.02,6.585,0.308,0.038,0
seed_01779.png,Little Millet,74.71,27.48,59.18,106.2,5.797,0.805,0.7523,1
seed_01780.png,Foxtail Millet,67.86,8.9,73.25,24.84,7.621,0.489,0.01,0
seed_01781.png,Barnyard Millet,74.18,11.94,73.1,52.11,4.861,0.347,0.0157,0
seed_01782.png,Barnyard Millet,78.55,31.1,72.32,12.96,4.485,0.954,0.4725,1
seed_01783.png,Little Millet,53.16,27.12,40.1,21.06,6.826,0.586,0.3746,0
seed_01784.png,Little Millet,51.3,28.52,46.79,186.21,6.79,0.27,0.2507,0
seed_01785.png,Finger Millet,65.05,23.44,43.27,43.61,5.31,0.56,0.5519,1
seed_01786.png,Pearl Millet,78.15,22.72,98.0,18.2,8.744,0.675,0.0628,0
seed_01787.png,Finger Millet,53.36,18.89,82.55,16.65,6.605,0.797,0.506,1
seed_01788.png,Foxtail Millet,68.22,32.39,87.28,64.61,6.415,0.729,0.6444,1
seed_01789.png,Barnyard Millet,8.0,20.24,42.35,18.89,5.554,0.765,0.01,0
seed_01790.png,Proso Millet,41.33,24.5,41.61,161.73,6.959,0.6,0.3193,1
seed_01791.png,Finger Millet,67.42,32.3,74.0,78.05,6.179,0.638,0.7388,1
seed_01792.png,Foxtail Millet,56.16,22.35,70.01,74.01,5.419,0.812,0.7665,0
seed_01793.png,Foxtail Millet,82.35,28.16,57.57,95.28,5.768,0.774,0.651,0
seed_01794.png,Little Millet,68.82,31.24,66.08,165.72,3.817,0.924,0.1238,0
seed_01795.png,Foxtail Millet,60.39,31.07,62.85,18.38,5.945,0.692,0.6454,0
